Year,Units,variable_code,Value
2022, Market Research and Management Services",Dollars (millions), grants and subsidies"
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial performance
2022, Market Research and Management Services",Dollars (millions),Financial position
2022, Market Research and Management Services",Dollars (millions),Financial position
2022, Market Research and Management Services",Dollars (millions),Financial position
2022, Market Research and Management Services",Dollars (millions),Financial position
2022, Market Research and Management Services",Dollars (millions),Financial position
2022, Market Research and Management Services",Dollars (millions),Financial position
2022, Market Research and Management Services",Dollars (millions),Financial position
2022, Market Research and Management Services",Dollars (millions),Financial position
2022, Market Research and Management Services",Dollars (millions),Financial position
2022, Market Research and Management Services",Dollars (millions),Financial position
2022, Market Research and Management Services",Dollars,Financial ratios
2022, Market Research and Management Services",Dollars,Financial ratios
2022, Market Research and Management Services",Percentage,Financial ratios
2022, Market Research and Management Services",Percentage,Financial ratios
2022, Market Research and Management Services",Percentage,Financial ratios
2022, Market Research and Management Services",Percentage,Financial ratios
2022, Market Research and Management Services",Percentage,Financial ratios
2022,Dollars (millions),H01,2181
2022,Dollars (millions),H04,2125
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,17
2022,Dollars (millions),H08,1896
2022,Dollars (millions),H09,15
2022,Dollars (millions),H10,6
2022,Dollars (millions),H11,58
2022,Dollars (millions),H12,710
2022,Dollars (millions),H13,0
2022,Dollars (millions),H19,1096
2022,Dollars (millions),H20,10
2022,Dollars (millions),H21,104
2022,Dollars (millions),H22,118
2022,Dollars (millions),H23,298
2022,Dollars (millions),H24,1822
2022,Dollars (millions),H25,752
2022,Dollars (millions),H26,555
2022,Dollars (millions),H27,214
2022,Dollars (millions),H28,118
2022,Dollars (millions),H29,515
2022,Dollars (millions),H30,1822
2022,Dollars (millions),H31,813
2022,Dollars (millions),H32,539
2022,Dollars (millions),H33,469
2022,Dollars,H34,241500
2022,Dollars,H35,33000
2022,Percentage,H36,139
2022,Percentage,H37,118
2022,Percentage,H39,37
2022,Percentage,H40,16
2022,Percentage,H41,45
2022,Dollars (millions),H01,13413
2022,Dollars (millions),H04,13143
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,178
2022,Dollars (millions),H08,12147
2022,Dollars (millions),H09,64
2022,Dollars (millions),H10,31
2022,Dollars (millions),H11,499
2022,Dollars (millions),H12,5109
2022,Dollars (millions),H13,6
2022,Dollars (millions),H19,6165
2022,Dollars (millions),H20,280
2022,Dollars (millions),H21,146
2022,Dollars (millions),H22,173
2022,Dollars (millions),H23,1292
2022,Dollars (millions),H24,12902
2022,Dollars (millions),H25,7194
2022,Dollars (millions),H26,960
2022,Dollars (millions),H27,377
2022,Dollars (millions),H28,54
2022,Dollars (millions),H29,4748
2022,Dollars (millions),H30,12902
2022,Dollars (millions),H31,6268
2022,Dollars (millions),H32,4345
2022,Dollars (millions),H33,2289
2022,Dollars,H34,345600
2022,Dollars,H35,33300
2022,Percentage,H36,166
2022,Percentage,H37,162
2022,Percentage,H39,21
2022,Percentage,H40,10
2022,Percentage,H41,49
2022,Dollars (millions),H01,13774
2022,Dollars (millions),H04,13052
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,174
2022,Dollars (millions),H08,12794
2022,Dollars (millions),H09,124
2022,Dollars (millions),H10,33
2022,Dollars (millions),H11,393
2022,Dollars (millions),H12,5476
2022,Dollars (millions),H13,7
2022,Dollars (millions),H19,6603
2022,Dollars (millions),H20,164
2022,Dollars (millions),H21,148
2022,Dollars (millions),H22,144
2022,Dollars (millions),H23,977
2022,Dollars (millions),H24,13191
2022,Dollars (millions),H25,5329
2022,Dollars (millions),H26,3953
2022,Dollars (millions),H27,1026
2022,Dollars (millions),H28,210
2022,Dollars (millions),H29,3909
2022,Dollars (millions),H30,13191
2022,Dollars (millions),H31,5299
2022,Dollars (millions),H32,4491
2022,Dollars (millions),H33,3401
2022,Dollars,H34,121600
2022,Dollars,H35,8600
2022,Percentage,H36,119
2022,Percentage,H37,115
2022,Percentage,H39,18
2022,Percentage,H40,7
2022,Percentage,H41,40
2022,Dollars (millions),H01,408
2022,Dollars (millions),H04,343
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,17
2022,Dollars (millions),H08,487
2022,Dollars (millions),H09,7
2022,Dollars (millions),H10,2
2022,Dollars (millions),H11,22
2022,Dollars (millions),H12,224
2022,Dollars (millions),H13,0
2022,Dollars (millions),H19,206
2022,Dollars (millions),H20,24
2022,Dollars (millions),H21,3
2022,Dollars (millions),H22,3
2022,Dollars (millions),H23,-80
2022,Dollars (millions),H24,931
2022,Dollars (millions),H25,536
2022,Dollars (millions),H26,136
2022,Dollars (millions),H27,27
2022,Dollars (millions),H28,7
2022,Dollars (millions),H29,259
2022,Dollars (millions),H30,931
2022,Dollars (millions),H31,223
2022,Dollars (millions),H32,488
2022,Dollars (millions),H33,220
2022,Dollars,H34,111900
2022,Dollars,H35,-21900
2022,Percentage,H36,110
2022,Percentage,H37,109
2022,Percentage,H39,-36
2022,Percentage,H40,-9
2022,Percentage,H41,24
2022,Dollars (millions),H01,8446
2022,Dollars (millions),H04,7963
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,113
2022,Dollars (millions),H08,7780
2022,Dollars (millions),H09,61
2022,Dollars (millions),H10,16
2022,Dollars (millions),H11,161
2022,Dollars (millions),H12,3407
2022,Dollars (millions),H13,6
2022,Dollars (millions),H19,4021
2022,Dollars (millions),H20,113
2022,Dollars (millions),H21,63
2022,Dollars (millions),H22,50
2022,Dollars (millions),H23,652
2022,Dollars (millions),H24,8224
2022,Dollars (millions),H25,3480
2022,Dollars (millions),H26,1915
2022,Dollars (millions),H27,469
2022,Dollars (millions),H28,115
2022,Dollars (millions),H29,2829
2022,Dollars (millions),H30,8224
2022,Dollars (millions),H31,3452
2022,Dollars (millions),H32,2749
2022,Dollars (millions),H33,2024
2022,Dollars,H34,124200
2022,Dollars,H35,9600
2022,Percentage,H36,127
2022,Percentage,H37,125
2022,Percentage,H39,19
2022,Percentage,H40,8
2022,Percentage,H41,42
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions), dividends and donations"
2022, Pest Control and Other Support Services",Dollars (millions), grants and subsidies"
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial performance
2022, Pest Control and Other Support Services",Dollars (millions),Financial position
2022, Pest Control and Other Support Services",Dollars (millions),Financial position
2022, Pest Control and Other Support Services",Dollars (millions),Financial position
2022, Pest Control and Other Support Services",Dollars (millions),Financial position
2022, Pest Control and Other Support Services",Dollars (millions),Financial position
2022, Pest Control and Other Support Services",Dollars (millions),Financial position
2022, Pest Control and Other Support Services",Dollars (millions),Financial position
2022, Pest Control and Other Support Services",Dollars (millions),Financial position
2022, Pest Control and Other Support Services",Dollars (millions),Financial position
2022, Pest Control and Other Support Services",Dollars (millions),Financial position
2022, Pest Control and Other Support Services",Dollars,Financial ratios
2022, Pest Control and Other Support Services",Dollars,Financial ratios
2022, Pest Control and Other Support Services",Percentage,Financial ratios
2022, Pest Control and Other Support Services",Percentage,Financial ratios
2022, Pest Control and Other Support Services",Percentage,Financial ratios
2022, Pest Control and Other Support Services",Percentage,Financial ratios
2022, Pest Control and Other Support Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions), dividends and donations"
2022, Safety and Regulatory Services",Dollars (millions), grants and subsidies"
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions), dividends and donations"
2022, Safety and Regulatory Services",Dollars (millions), grants and subsidies"
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions), dividends and donations"
2022, Safety and Regulatory Services",Dollars (millions), grants and subsidies"
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial performance
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Dollars (millions),Financial position
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022, Safety and Regulatory Services",Percentage,Financial ratios
2022,Dollars (millions),H01,5383
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,C
2022,Dollars (millions),H08,4613
2022,Dollars (millions),H09,72
2022,Dollars (millions),H10,23
2022,Dollars (millions),H11,177
2022,Dollars (millions),H12,2492
2022,Dollars (millions),H13,1
2022,Dollars (millions),H19,1747
2022,Dollars (millions),H20,102
2022,Dollars (millions),H21,11
2022,Dollars (millions),H22,10
2022,Dollars (millions),H23,769
2022,Dollars (millions),H24,9198
2022,Dollars (millions),H25,2765
2022,Dollars (millions),H26,3611
2022,Dollars (millions),H27,427
2022,Dollars (millions),H28,78
2022,Dollars (millions),H29,2822
2022,Dollars (millions),H30,9198
2022,Dollars (millions),H31,5398
2022,Dollars (millions),H32,2442
2022,Dollars (millions),H33,1358
2022,Percentage,H36,113
2022,Percentage,H37,113
2022,Percentage,H39,14
2022,Percentage,H40,8
2022,Percentage,H41,59
2022,Dollars (millions),H01,1587
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,16
2022,Dollars (millions),H08,1473
2022,Dollars (millions),H09,35
2022,Dollars (millions),H10,13
2022,Dollars (millions),H11,50
2022,Dollars (millions),H12,966
2022,Dollars (millions),H13,0
2022,Dollars (millions),H19,398
2022,Dollars (millions),H20,10
2022,Dollars (millions),H21,0
2022,Dollars (millions),H22,0
2022,Dollars (millions),H23,115
2022,Dollars (millions),H24,2106
2022,Dollars (millions),H25,705
2022,Dollars (millions),H26,811
2022,Dollars (millions),H27,129
2022,Dollars (millions),H28,18
2022,Dollars (millions),H29,590
2022,Dollars (millions),H30,2106
2022,Dollars (millions),H31,672
2022,Dollars (millions),H32,797
2022,Dollars (millions),H33,637
2022,Percentage,H36,88
2022,Percentage,H37,88
2022,Percentage,H39,17
2022,Percentage,H40,5
2022,Percentage,H41,32
2022,Dollars (millions),H01,1029
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,C
2022,Dollars (millions),H08,780
2022,Dollars (millions),H09,C
2022,Dollars (millions),H10,1
2022,Dollars (millions),H11,52
2022,Dollars (millions),H12,433
2022,Dollars (millions),H13,0
2022,Dollars (millions),H19,235
2022,Dollars (millions),H20,C
2022,Dollars (millions),H21,0
2022,Dollars (millions),H22,0
2022,Dollars (millions),H23,249
2022,Dollars (millions),H24,3422
2022,Dollars (millions),H25,215
2022,Dollars (millions),H26,1803
2022,Dollars (millions),H27,164
2022,Dollars (millions),H28,16
2022,Dollars (millions),H29,1404
2022,Dollars (millions),H30,3422
2022,Dollars (millions),H31,2890
2022,Dollars (millions),H32,302
2022,Dollars (millions),H33,231
2022,Percentage,H36,71
2022,Percentage,H37,71
2022,Percentage,H39,9
2022,Percentage,H40,7
2022,Percentage,H41,84
2022,Dollars (millions),H01,739
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,32
2022,Dollars (millions),H08,639
2022,Dollars (millions),H09,C
2022,Dollars (millions),H10,1
2022,Dollars (millions),H11,21
2022,Dollars (millions),H12,374
2022,Dollars (millions),H13,0
2022,Dollars (millions),H19,229
2022,Dollars (millions),H20,C
2022,Dollars (millions),H21,0
2022,Dollars (millions),H22,0
2022,Dollars (millions),H23,100
2022,Dollars (millions),H24,1123
2022,Dollars (millions),H25,535
2022,Dollars (millions),H26,215
2022,Dollars (millions),H27,22
2022,Dollars (millions),H28,17
2022,Dollars (millions),H29,374
2022,Dollars (millions),H30,1123
2022,Dollars (millions),H31,532
2022,Dollars (millions),H32,415
2022,Dollars (millions),H33,177
2022,Percentage,H36,129
2022,Percentage,H37,129
2022,Percentage,H39,19
2022,Percentage,H40,9
2022,Percentage,H41,47
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions), dividends and donations"
2022, Community and Other Education",Dollars (millions), government funding
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial performance
2022, Community and Other Education",Dollars (millions),Financial position
2022, Community and Other Education",Dollars (millions),Financial position
2022, Community and Other Education",Dollars (millions),Financial position
2022, Community and Other Education",Dollars (millions),Financial position
2022, Community and Other Education",Dollars (millions),Financial position
2022, Community and Other Education",Dollars (millions),Financial position
2022, Community and Other Education",Dollars (millions),Financial position
2022, Community and Other Education",Dollars (millions),Financial position
2022, Community and Other Education",Dollars (millions),Financial position
2022, Community and Other Education",Dollars (millions),Financial position
2022, Community and Other Education",Percentage,Financial ratios
2022, Community and Other Education",Percentage,Financial ratios
2022, Community and Other Education",Percentage,Financial ratios
2022, Community and Other Education",Percentage,Financial ratios
2022, Community and Other Education",Percentage,Financial ratios
2022,Dollars (millions),H01,26365
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,1259
2022,Dollars (millions),H08,22149
2022,Dollars (millions),H09,208
2022,Dollars (millions),H10,84
2022,Dollars (millions),H11,619
2022,Dollars (millions),H12,10718
2022,Dollars (millions),H13,4
2022,Dollars (millions),H19,10315
2022,Dollars (millions),H20,205
2022,Dollars (millions),H21,70
2022,Dollars (millions),H22,94
2022,Dollars (millions),H23,4240
2022,Dollars (millions),H24,35027
2022,Dollars (millions),H25,9244
2022,Dollars (millions),H26,15904
2022,Dollars (millions),H27,1873
2022,Dollars (millions),H28,529
2022,Dollars (millions),H29,9879
2022,Dollars (millions),H30,35027
2022,Dollars (millions),H31,17499
2022,Dollars (millions),H32,7300
2022,Dollars (millions),H33,10228
2022,Percentage,H36,127
2022,Percentage,H37,125
2022,Percentage,H39,24
2022,Percentage,H40,12
2022,Percentage,H41,50
2022,Dollars (millions),H01,1518
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,3
2022,Dollars (millions),H08,1482
2022,Dollars (millions),H09,30
2022,Dollars (millions),H10,8
2022,Dollars (millions),H11,93
2022,Dollars (millions),H12,564
2022,Dollars (millions),H13,C
2022,Dollars (millions),H19,777
2022,Dollars (millions),H20,11
2022,Dollars (millions),H21,27
2022,Dollars (millions),H22,45
2022,Dollars (millions),H23,54
2022,Dollars (millions),H24,2191
2022,Dollars (millions),H25,359
2022,Dollars (millions),H26,1185
2022,Dollars (millions),H27,237
2022,Dollars (millions),H28,47
2022,Dollars (millions),H29,647
2022,Dollars (millions),H30,2191
2022,Dollars (millions),H31,1222
2022,Dollars (millions),H32,418
2022,Dollars (millions),H33,551
2022,Percentage,H36,86
2022,Percentage,H37,75
2022,Percentage,H39,4
2022,Percentage,H40,2
2022,Percentage,H41,56
2022,Dollars (millions),H01,15575
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,168
2022,Dollars (millions),H08,13135
2022,Dollars (millions),H09,78
2022,Dollars (millions),H10,31
2022,Dollars (millions),H11,362
2022,Dollars (millions),H12,5936
2022,Dollars (millions),H13,C
2022,Dollars (millions),H19,6618
2022,Dollars (millions),H20,112
2022,Dollars (millions),H21,35
2022,Dollars (millions),H22,39
2022,Dollars (millions),H23,2443
2022,Dollars (millions),H24,11189
2022,Dollars (millions),H25,4659
2022,Dollars (millions),H26,2479
2022,Dollars (millions),H27,626
2022,Dollars (millions),H28,292
2022,Dollars (millions),H29,4051
2022,Dollars (millions),H30,11189
2022,Dollars (millions),H31,5179
2022,Dollars (millions),H32,3326
2022,Dollars (millions),H33,2684
2022,Percentage,H36,140
2022,Percentage,H37,139
2022,Percentage,H39,47
2022,Percentage,H40,22
2022,Percentage,H41,46
2022,Dollars (millions),H01,9271
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06, grants and subsidies"
2022,Dollars (millions),H07,1088
2022,Dollars (millions),H08,7531
2022,Dollars (millions),H09,100
2022,Dollars (millions),H10,46
2022,Dollars (millions),H11,164
2022,Dollars (millions),H12,4218
2022,Dollars (millions),H13,1
2022,Dollars (millions),H19,2920
2022,Dollars (millions),H20,82
2022,Dollars (millions),H21,8
2022,Dollars (millions),H22,10
2022,Dollars (millions),H23,1743
2022,Dollars (millions),H24,21647
2022,Dollars (millions),H25,4226
2022,Dollars (millions),H26,12240
2022,Dollars (millions),H27,1010
2022,Dollars (millions),H28,190
2022,Dollars (millions),H29,5181
2022,Dollars (millions),H30,21647
2022,Dollars (millions),H31,11098
2022,Dollars (millions),H32,3556
2022,Dollars (millions),H33,6993
2022,Percentage,H36,119
2022,Percentage,H37,119
2022,Percentage,H39,16
2022,Percentage,H40,8
2022,Percentage,H41,51
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions), government funding
2022, Recreation and Other Services",Dollars (millions), dividends and donations"
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial performance
2022, Recreation and Other Services",Dollars (millions),Financial position
2022, Recreation and Other Services",Dollars (millions),Financial position
2022, Recreation and Other Services",Dollars (millions),Financial position
2022, Recreation and Other Services",Dollars (millions),Financial position
2022, Recreation and Other Services",Dollars (millions),Financial position
2022, Recreation and Other Services",Dollars (millions),Financial position
2022, Recreation and Other Services",Dollars (millions),Financial position
2022, Recreation and Other Services",Dollars (millions),Financial position
2022, Recreation and Other Services",Dollars (millions),Financial position
2022, Recreation and Other Services",Dollars (millions),Financial position
2022, Recreation and Other Services",Dollars,Financial ratios
2022, Recreation and Other Services",Dollars,Financial ratios
2022, Recreation and Other Services",Percentage,Financial ratios
2022, Recreation and Other Services",Percentage,Financial ratios
2022, Recreation and Other Services",Percentage,Financial ratios
2022, Recreation and Other Services",Percentage,Financial ratios
2022, Recreation and Other Services",Percentage,Financial ratios
2022,Dollars (millions),H01,8907
2022,Dollars (millions),H04, grants and subsidies"
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H07,291
2022,Dollars (millions),H08,7846
2022,Dollars (millions),H09,339
2022,Dollars (millions),H10,184
2022,Dollars (millions),H11,385
2022,Dollars (millions),H12,1605
2022,Dollars (millions),H13,1
2022,Dollars (millions),H19,5067
2022,Dollars (millions),H20,265
2022,Dollars (millions),H21,112
2022,Dollars (millions),H22,124
2022,Dollars (millions),H23,1073
2022,Dollars (millions),H24,13302
2022,Dollars (millions),H25,4012
2022,Dollars (millions),H26,7100
2022,Dollars (millions),H27,766
2022,Dollars (millions),H28,267
2022,Dollars (millions),H29,2190
2022,Dollars (millions),H30,13302
2022,Dollars (millions),H31,8857
2022,Dollars (millions),H32,2750
2022,Dollars (millions),H33,1696
2022,Dollars,H34,269200
2022,Dollars,H35,32400
2022,Percentage,H36,146
2022,Percentage,H37,141
2022,Percentage,H39,12
2022,Percentage,H40,8
2022,Percentage,H41,67
2022,Dollars (millions),H01,1117
2022,Dollars (millions),H04, grants and subsidies"
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H07,49
2022,Dollars (millions),H08,861
2022,Dollars (millions),H09,C
2022,Dollars (millions),H10,3
2022,Dollars (millions),H11,35
2022,Dollars (millions),H12,288
2022,Dollars (millions),H13,0
2022,Dollars (millions),H19,C
2022,Dollars (millions),H20,2
2022,Dollars (millions),H21,17
2022,Dollars (millions),H22,19
2022,Dollars (millions),H23,258
2022,Dollars (millions),H24,2481
2022,Dollars (millions),H25,C
2022,Dollars (millions),H26,1658
2022,Dollars (millions),H27,129
2022,Dollars (millions),H28,76
2022,Dollars (millions),H29,C
2022,Dollars (millions),H30,2481
2022,Dollars (millions),H31,1887
2022,Dollars (millions),H32,399
2022,Dollars (millions),H33,196
2022,Dollars,H34,242400
2022,Dollars,H35,55900
2022,Percentage,H36,C
2022,Percentage,H37,C
2022,Percentage,H39,14
2022,Percentage,H40,10
2022,Percentage,H41,76
2022,Dollars (millions),H01,3481
2022,Dollars (millions),H04, grants and subsidies"
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H07,226
2022,Dollars (millions),H08,3324
2022,Dollars (millions),H09,C
2022,Dollars (millions),H10,17
2022,Dollars (millions),H11,220
2022,Dollars (millions),H12,1066
2022,Dollars (millions),H13,0
2022,Dollars (millions),H19,1727
2022,Dollars (millions),H20,C
2022,Dollars (millions),H21,85
2022,Dollars (millions),H22,96
2022,Dollars (millions),H23,167
2022,Dollars (millions),H24,8214
2022,Dollars (millions),H25,2403
2022,Dollars (millions),H26,4513
2022,Dollars (millions),H27,531
2022,Dollars (millions),H28,151
2022,Dollars (millions),H29,1298
2022,Dollars (millions),H30,8214
2022,Dollars (millions),H31,4922
2022,Dollars (millions),H32,1973
2022,Dollars (millions),H33,1319
2022,Dollars,H34,142400
2022,Dollars,H35,6800
